"   ","FUND_ID","FUND_NAME","FUND_CLASSIFICATION","CONTROLLING_CORPORATION","MANAGING_CORPORATION","REPORT_PERIOD","INCEPTION_DATE","TARGET_POPULATION","SPECIALIZATION","SUB_SPECIALIZATION","DEPOSITS","WITHDRAWLS","INTERNAL_TRANSFERS","NET_MONTHLY_DEPOSITS","TOTAL_ASSETS","AVG_ANNUAL_MANAGEMENT_FEE","AVG_DEPOSIT_FEE","MONTHLY_YIELD","YEAR_TO_DATE_YIELD","YIELD_TRAILING_3_YRS","YIELD_TRAILING_5_YRS","AVG_ANNUAL_YIELD_TRAILING_3YRS","AVG_ANNUAL_YIELD_TRAILING_5YRS","STANDARD_DEVIATION","ALPHA","SHARPE_RATIO","LIQUID_ASSETS_PERCENT","STOCK_MARKET_EXPOSURE","FOREIGN_EXPOSURE","FOREIGN_CURRENCY_EXPOSURE","MANAGING_CORPORATION_LEGAL_ID","CURRENT_DATE"
"1","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201301","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.82","20.48","-6.54","-23.20","2346.15","0.89","0.00","1.29","1.29","18.13","30.92","5.71","5.54","7.41","1.44","0.57","79.1","779.4","960.66","374.15","513026484","10/07/2018 08:29:21"
"2","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201302","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.62","7.31","-9.87","-13.56","2346.25","0.89","0.00","0.66","1.96","17.12","30.04","5.41","5.39","7.4","1.44","0.58","79.1","809.77","964.61","369.07","513026484","10/07/2018 08:29:21"
"3","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201303","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.18","6.68","-9.66","-13.16","2341.81","0.89","0.00","0.45","2.42","15.24","35.07","4.84","6.2","7.2","1.44","0.65","78.9","814.1","905.91","289.9","513026484","10/07/2018 08:29:21"
"4","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201304","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.32","8.12","-0.37","-5.17","2369.69","0.89","0.00","1.49","3.94","17.47","34.3","5.51","6.08","7.18","1.8","0.69","79","811.87","893.24","297.76","513026484","10/07/2018 08:29:21"
"5","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201305","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.48","9.62","-7.93","-15.07","2385.21","0.89","0.00","1.37","5.37","22.01","35.36","6.86","6.24","7.19","2.16","0.74","78.8","870.22","937.58","335.37","513026484","10/07/2018 08:29:21"
"6","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201306","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.12","8.78","-9.56","-15.22","2323.7","0.89","0.00","-1.87","3.4","19.56","33.84","6.14","6","7.25","2.16","0.63","79.4","770.15","726.19","288.29","513026484","10/07/2018 08:29:21"
"7","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201307","01/01/1970","כלל האוכלוסיה","כללי","כללי","5.01","6.95","-6.33","-8.27","2351.27","0.89","0.00","1.62","5.07","19.03","37.68","5.98","6.6","7.22","2.16","0.72","79.1","838.59","823.2","292.82","513026484","10/07/2018 08:29:21"
"8","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201308","01/01/1970","כלל האוכלוסיה","כללי","כללי","5.31","7.29","-9.39","-11.37","2317.62","0.89","0.00","-0.88","4.15","17.29","36.3","5.46","6.39","7.25","1.92","0.66","79.4","773.76","841.63","326.62","513026484","10/07/2018 08:29:21"
"9","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201309","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.32","6.24","-6.01","-8.93","2357.13","0.89","0.00","2.17","6.41","17.19","47.1","5.43","8.02","6.78","2.04","0.9","79.4","861.02","859.26","326.92","513026484","10/07/2018 08:29:21"
"10","102","אקסלנס גמל פלטינום","תגמולים ואישית לפיצויים","קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ","201310","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.96","6.92","-1.78","-5.74","2393.87","0.89","0.00","1.88","8.41","16.12","62.95","5.11","10.26","5.52","2.52","1.3","79.7","854.67","806.17","317.82","513026484","10/07/2018 08:29:21"
