"   ","FUND_ID","FUND_NAME","FUND_CLASSIFICATION","CONTROLLING_CORPORATION","MANAGING_CORPORATION","REPORT_PERIOD","INCEPTION_DATE","TARGET_POPULATION","SPECIALIZATION","SUB_SPECIALIZATION","DEPOSITS","WITHDRAWLS","INTERNAL_TRANSFERS","NET_MONTHLY_DEPOSITS","TOTAL_ASSETS","AVG_ANNUAL_MANAGEMENT_FEE","AVG_DEPOSIT_FEE","MONTHLY_YIELD","YEAR_TO_DATE_YIELD","YIELD_TRAILING_3_YRS","YIELD_TRAILING_5_YRS","AVG_ANNUAL_YIELD_TRAILING_3YRS","AVG_ANNUAL_YIELD_TRAILING_5YRS","STANDARD_DEVIATION","ALPHA","SHARPE_RATIO","LIQUID_ASSETS_PERCENT","STOCK_MARKET_EXPOSURE","FOREIGN_EXPOSURE","FOREIGN_CURRENCY_EXPOSURE","MANAGING_CORPORATION_LEGAL_ID","CURRENT_DATE"
"1","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201401","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","5.55","12.26","-38.61","-45.32","3425.42","0.87","1.48","-0.39","-0.39","15.48","61.08","4.91","10","5.23","1.2","1.29","84.5","1062.62","724.28","531.57","512065202","10/07/2018 08:30:12"
"2","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201402","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","8.38","9.52","-36.96","-38.10","3447.07","0.87","1.48","1.84","1.44","17.7","63.32","5.58","10.31","5.25","1.32","1.37","84.6","1098.01","740.42","583.45","512065202","10/07/2018 08:30:12"
"3","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201403","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","5.11","9.44","-36.37","-40.70","3444","0.87","1.48","1.18","2.64","19.13","58.5","6.01","9.65","5.01","1.2","1.38","84.6","1089.59","733.28","575.45","512065202","10/07/2018 08:30:12"
"4","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201404","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","4.40","9.67","-25.23","-30.50","3418.65","0.87","1.48","0.23","2.88","19.1","53.16","6","8.9","4.84","1.32","1.33","84.6","1054.01","712.1","540.05","512065202","10/07/2018 08:30:12"
"5","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201405","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","4.21","17.24","-22.81","-35.84","3421.81","0.87","1.48","1.23","4.14","21.63","52.4","6.74","8.79","4.82","1.44","1.36","84.5","1054.21","727.92","552.38","512065202","10/07/2018 08:30:12"
"6","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201406","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","4.93","17.47","-34.80","-47.34","3366.13","0.87","1.48","-0.17","3.96","23.2","48.72","7.2","8.26","4.78","1.44","1.29","84.8","1044.63","726.62","536.67","512065202","10/07/2018 08:30:12"
"7","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201407","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","10.18","21.44","-21.27","-32.53","5673.99","0.87","1.48","-0.37","3.58","22.79","43.45","7.08","7.48","4.65","1.44","1.18","84.2","1711.43","1252.47","796.2","512065202","10/07/2018 08:30:12"
"8","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201408","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","10.05","15.39","-46.20","-51.54","5724","0.87","1.48","1.87","5.52","28.44","44.18","8.7","7.59","4.68","1.32","1.26","83.8","1757.01","1335.5","849.1","512065202","10/07/2018 08:30:12"
"9","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201409","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","7.30","16.86","-37.65","-47.21","5704.16","0.87","1.48","0.55","6.1","30.72","43.58","9.34","7.5","4.67","1.08","1.26","83.3","1752.52","1348.82","926.81","512065202","10/07/2018 08:30:12"
"10","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201410","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","6.99","14.77","-34.02","-41.80","5663.86","0.87","1.48","0.04","6.14","27.18","40.74","8.34","7.07","4.63","0.96","1.19","83.3","1764.82","1376.29","958.35","512065202","10/07/2018 08:30:12"
"11","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201411","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","8.27","15.67","-27.97","-35.37","5696.43","0.87","1.48","1.27","7.49","30.35","39.97","9.24","6.96","4.61","1.08","1.23","82.8","1806.84","1472.51","1005.97","512065202","10/07/2018 08:30:12"
"12","103","מיטב דש גמל לבני  50-60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201412","01/01/1970","כלל האוכלוסיה","מדרגות","50-60","12.74","17.70","-32.43","-37.39","5564.79","0.87","1.48","-1.59","5.78","27.67","36.98","8.48","6.5","4.71","0.96","1.07","82.9","1701.19","1390.34","991.11","512065202","10/07/2018 08:30:12"
"13","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201401","02/02/1976","כלל האוכלוסיה","כללי","כללי","37.99","95.96","-27.94","-85.91","27915.07","0.81","1.79","-0.34","-0.34","17.83","63.51","5.62","10.33","5.14","1.44","1.39","83.1","8970.1","7235.72","4444.45","513765347","10/07/2018 08:30:12"
"14","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201402","02/02/1976","כלל האוכלוסיה","כללי","כללי","44.09","111.74","-36.12","-103.77","28242.61","0.81","1.79","1.61","1.26","19.53","64.11","6.13","10.41","5.15","1.2","1.45","83.3","9208.22","7062.11","4651.75","513765347","10/07/2018 08:30:12"
"15","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201403","02/02/1976","כלל האוכלוסיה","כללי","כללי","38.08","103.11","-35.98","-101.01","28307.3","0.81","1.79","0.67","1.94","20.33","59.37","6.36","9.77","4.99","0.72","1.43","83.3","9288.55","7105.53","4465.52","513765347","10/07/2018 08:30:12"
"16","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201404","02/02/1976","כלל האוכלוסיה","כללי","כללי","41.74","78.68","-25.95","-62.89","28188.09","0.81","1.79","-0.13","1.81","20.04","53.36","6.28","8.93","4.81","0.72","1.34","83.2","8711.01","6847.24","4272.8","513765347","10/07/2018 08:30:12"
"17","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201405","02/02/1976","כלל האוכלוסיה","כללי","כללי","37.99","142.44","-45.01","-149.46","28336.43","0.81","1.79","1.13","2.96","22.27","53.54","6.93","8.95","4.82","1.08","1.38","83.2","9083.44","7130.43","4388.35","513765347","10/07/2018 08:30:12"
"18","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201406","02/02/1976","כלל האוכלוסיה","כללי","כללי","41.93","107.35","-55.93","-121.35","28153.16","0.81","1.79","-0.14","2.82","23.57","49.83","7.31","8.42","4.77","1.08","1.31","82.9","9059.01","7432.83","4499.58","513765347","10/07/2018 08:30:12"
"19","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201407","02/02/1976","כלל האוכלוסיה","כללי","כללי","44.57","105.86","-57.29","-118.58","28042.15","0.81","1.79","0.09","2.91","23.32","45.68","7.24","7.82","4.67","1.32","1.25","82.8","9307.35","7763.88","4687.34","513765347","10/07/2018 08:30:12"
"20","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201408","02/02/1976","כלל האוכלוסיה","כללי","כללי","43.79","84.39","-54.35","-94.95","28516.92","0.81","1.79","2.11","5.08","29.16","47.24","8.9","8.05","4.71","1.32","1.34","83.1","9687.25","8291.16","4990.43","513765347","10/07/2018 08:30:12"
"21","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201409","02/02/1976","כלל האוכלוסיה","כללי","כללי","42.64","90.79","-58.96","-107.11","28704.2","0.81","1.79","1.1","6.24","32.9","45.58","9.94","7.8","4.66","1.2","1.36","82.8","9143.1","7883.4","5113.24","513765347","10/07/2018 08:30:12"
"22","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201410","02/02/1976","כלל האוכלוסיה","כללי","כללי","40.74","76.83","-42.11","-78.20","28592.88","0.81","1.79","-0.04","6.19","28.9","43.33","8.83","7.47","4.65","1.2","1.29","82.9","8976.4","7785.89","5429.89","513765347","10/07/2018 08:30:12"
"23","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201411","02/02/1976","כלל האוכלוסיה","כללי","כללי","42.61","93.58","45.31","-5.66","28981.25","0.81","1.79","1.45","7.73","33.26","42.35","10.04","7.32","4.62","1.2","1.34","82.9","9290.06","8274.57","5324.18","513765347","10/07/2018 08:30:12"
"24","106","פסגות גדיש כללי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","201412","02/02/1976","כלל האוכלוסיה","כללי","כללי","77.82","105.97","-36.10","-64.25","28534.02","0.81","1.79","-1.23","6.41","30.47","39.29","9.27","6.85","4.69","1.2","1.2","83","9042.89","8155.34","5275.04","513765347","10/07/2018 08:30:12"
"25","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201401","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.08","1.16","-1.48","-2.56","488.09","0.64","0.00","-0.3","-0.3","14.87","52.7","4.73","8.83","4.21","1.8","1.37","85.1","125.56","60.32","67","512227265","10/07/2018 08:30:12"
"26","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201402","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.04","0.92","-1.38","-2.26","491.93","0.64","0.00","1.3","1","16.28","52.52","5.16","8.81","4.21","1.56","1.42","85.1","125.95","61.54","69.38","512227265","10/07/2018 08:30:12"
"27","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201403","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.19","0.17","-2.33","-2.31","493.49","0.64","0.00","0.82","1.82","17.62","48.75","5.56","8.27","4.03","1.44","1.42","85.3","128.67","61.49","69.34","512227265","10/07/2018 08:30:12"
"28","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201404","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.15","0.67","-0.50","-1.02","492.93","0.64","0.00","0.15","1.98","17.77","43.01","5.6","7.42","3.71","1.32","1.37","85.5","127.15","61.26","69.1","512227265","10/07/2018 08:30:12"
"29","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201405","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.19","1.27","0.79","-0.29","496.3","0.64","0.00","0.79","2.78","19.8","40.89","6.21","7.1","3.63","0.84","1.37","85.5","131.79","62.83","70.67","512227265","10/07/2018 08:30:12"
"30","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201406","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.21","1.30","-2.74","-3.83","491.15","0.64","0.00","-0.22","2.56","20.13","39.28","6.3","6.85","3.64","0.84","1.3","85.9","130.58","63.47","69.01","512227265","10/07/2018 08:30:12"
"31","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201407","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.04","0.87","-1.62","-2.45","487.58","0.64","0.00","-0.18","2.37","20.06","35.84","6.28","6.32","3.56","0.96","1.2","85.5","128.78","62.09","68.18","512227265","10/07/2018 08:30:12"
"32","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201408","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.21","0.78","0.17","-0.40","494.03","0.64","0.00","1.46","3.87","23.69","37.26","7.34","6.54","3.59","0.96","1.3","85.8","130.96","65.53","71.37","512227265","10/07/2018 08:30:12"
"33","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201409","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.21","1.23","-0.07","-1.09","495.15","0.64","0.00","0.5","4.39","25.78","36.65","7.95","6.44","3.58","0.72","1.29","86.4","130.88","65.96","82.12","512227265","10/07/2018 08:30:12"
"34","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201410","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.23","1.23","-0.20","-1.20","492.52","0.64","0.00","-0.22","4.16","22.45","34.31","6.98","6.08","3.57","0.6","1.2","86.3","130.95","66.16","82.7","512227265","10/07/2018 08:30:12"
"35","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201411","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.83","2.82","-1.20","-3.19","494.83","0.64","0.00","1.12","5.32","24.95","33.92","7.71","6.02","3.56","0.72","1.24","86.2","131.49","74.33","91.66","512227265","10/07/2018 08:30:12"
"36","107","הלמן-אלדובי בר-יציב אג""ח עד 25% במניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","201412","01/01/1970","כלל האוכלוסיה","אג""ח","משולב מניות","0.40","1.13","-1.76","-2.49","482.77","0.64","0.00","-1.89","3.33","21.92","30.62","6.83","5.49","3.71","0.24","0.99","86.4","127.56","73.34","90.82","512227265","10/07/2018 08:30:12"
"37","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201401","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.04","8.97","-9.37","-16.30","2252.45","","","-0.38","-0.38","15.77","68.07","5","10.94","5.71","2.04","1.31","81.2","705.48","510.49","317","512065202","10/07/2018 08:30:12"
"38","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201402","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.17","7.29","-14.31","-19.43","2270.61","","","1.74","1.35","17.54","70.23","5.53","11.23","5.72","2.04","1.39","81.3","722.33","522.22","354.13","512065202","10/07/2018 08:30:12"
"39","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201403","01/01/1970","כלל האוכלוסיה","כללי","כללי","3.75","6.66","-12.58","-15.49","2271.75","","","0.8","2.16","18.67","65.05","5.87","10.54","5.55","1.68","1.37","81.5","717.75","513.91","336.21","512065202","10/07/2018 08:30:12"
"40","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201404","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.47","5.10","-4.15","-6.78","2264.38","","","0.03","2.19","18.5","56.39","5.82","9.36","5.13","1.68","1.31","81.6","700.78","509.83","327.39","512065202","10/07/2018 08:30:12"
"41","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201405","01/01/1970","כלל האוכלוסיה","כללי","כללי","1.13","8.42","-2.75","-10.04","2278.54","","","1.13","3.35","20.65","54.84","6.46","9.14","5.09","1.56","1.33","81.7","708.04","518.52","337.25","512065202","10/07/2018 08:30:12"
"42","111","מיטב מירון","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","201406","01/01/1970","כלל האוכלוסיה","כללי","כללי","2.14","8.45","-10.71","-17.02","2258.87","","","-0.06","3.29","22.05","50.81","6.87","8.56","5.03","1.68","1.26","81.8","701.52","516.06","330.07","512065202","10/07/2018 08:30:12"
"43","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201401","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.92","1.80","-2.17","-3.05","727.93","0.26","","-0.78","-0.78","13.36","43.52","4.27","7.49","4.33","-0.48","1.08","88.7","278.66","177.21","91.67","520027624","10/07/2018 08:30:12"
"44","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201402","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.90","1.61","-2.67","-3.38","739.25","0.26","","2.04","1.24","15.44","45.27","4.9","7.75","4.38","-0.6","1.18","88.8","289.98","184.81","93.13","520027624","10/07/2018 08:30:12"
"45","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201403","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.92","2.78","-1.66","-3.52","741.63","0.26","","0.82","2.07","16.55","42.23","5.24","7.3","4.24","-1.08","1.17","88.6","293.12","184.73","93.07","520027624","10/07/2018 08:30:12"
"46","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201404","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.92","2.77","-1.40","-3.25","738.58","0.26","","0.05","2.13","16.48","39.69","5.22","6.91","4.21","-0.72","1.12","88.7","290.39","191.8","93.08","520027624","10/07/2018 08:30:12"
"47","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201405","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.88","4.02","-0.77","-3.91","742.62","0.26","","1.1","3.25","18.52","41.02","5.83","7.12","4.21","-0.24","1.19","88.9","286.8","188.67","96.91","520027624","10/07/2018 08:30:12"
"48","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201406","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.90","4.01","-1.83","-4.94","736.21","0.26","","-0.18","3.06","19.58","37.96","6.14","6.65","4.17","-0.24","1.11","89.2","277.78","187.77","90.35","520027624","10/07/2018 08:30:12"
"49","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201407","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.95","2.96","-2.26","-4.27","730.05","0.26","","-0.24","2.82","19.15","34.7","6.01","6.14","4.12","0","1.02","89.3","261.28","189.56","85.35","520027624","10/07/2018 08:30:12"
"50","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201408","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.90","2.63","-2.26","-3.99","740.49","0.26","","2","4.87","24.42","37.29","7.55","6.54","4.17","0","1.14","89.2","272.02","200.86","93.29","520027624","10/07/2018 08:30:12"
"51","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201409","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.89","2.22","-1.78","-3.11","740.31","0.26","","0.42","5.31","26.8","35.31","8.24","6.23","4.13","-0.12","1.12","89.3","280.44","204.71","131.38","520027624","10/07/2018 08:30:12"
"52","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201410","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.84","1.93","-2.41","-3.50","736.68","0.26","","0","5.31","23.82","33.58","7.38","5.96","4.12","-0.24","1.06","89.2","279.84","208.17","136.83","520027624","10/07/2018 08:30:12"
"53","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201411","01/01/1970","עובדי סקטור מסויים","כללי","כללי","0.85","2.85","-2.12","-4.12","746.43","0.26","","1.91","7.32","27.27","34.15","8.37","6.05","4.14","0","1.15","89.3","285.66","213.74","175.81","520027624","10/07/2018 08:30:12"
"54","115","קופת גמל הגומל מסלול כללי","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ","201412","01/01/1970","עובדי סקטור מסויים","כללי","כללי","1.02","3.89","-2.26","-5.13","732.56","0.26","","-1.15","6.09","25.19","32.26","7.78","5.75","4.21","0.12","1.04","89.4","278.89","214.66","179.62","520027624","10/07/2018 08:30:12"
