"   ","FUND_ID","FUND_NAME","FUND_CLASSIFICATION","CONTROLLING_CORPORATION","MANAGING_CORPORATION","REPORT_PERIOD","INCEPTION_DATE","TARGET_POPULATION","SPECIALIZATION","SUB_SPECIALIZATION","DEPOSITS","WITHDRAWLS","INTERNAL_TRANSFERS","NET_MONTHLY_DEPOSITS","TOTAL_ASSETS","AVG_ANNUAL_MANAGEMENT_FEE","AVG_DEPOSIT_FEE","MONTHLY_YIELD","YEAR_TO_DATE_YIELD","YIELD_TRAILING_3_YRS","YIELD_TRAILING_5_YRS","AVG_ANNUAL_YIELD_TRAILING_3YRS","AVG_ANNUAL_YIELD_TRAILING_5YRS","STANDARD_DEVIATION","ALPHA","SHARPE_RATIO","LIQUID_ASSETS_PERCENT","STOCK_MARKET_EXPOSURE","FOREIGN_EXPOSURE","FOREIGN_CURRENCY_EXPOSURE","MANAGING_CORPORATION_LEGAL_ID","CURRENT_DATE"
"1","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201701","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","12.70","56.97","-43.55","-87.82","11582.25","0.70","0.61","0.31","0.31","12.53","33.93","4.01","6.02","4.05","2.28","1.08","76.9","2971.06","3905.64","1778.74","512267592","10/07/2018 08:32:46"
"2","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201702","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","9.81","51.26","-32.19","-73.64","11555.11","0.70","0.61","0.44","0.75","11.14","33.26","3.58","5.91","4.04","2.28","1.09","77.1","2939.7","3793.81","1758.85","512267592","10/07/2018 08:32:46"
"3","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201703","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","21.75","46.94","-47.95","-73.14","11496.26","0.70","0.61","0.38","1.13","10.26","32.22","3.31","5.74","4.03","2.28","1.08","77.2","2948.53","3777.79","1742.57","512267592","10/07/2018 08:32:46"
"4","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201704","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","23.90","41.11","-25.15","-42.36","11554.46","0.70","0.61","0.93","2.07","11.02","31.91","3.55","5.7","4.02","2.28","1.13","77.2","2817.56","3666.23","1745.21","512267592","10/07/2018 08:32:46"
"5","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201705","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","1.37","48.84","-17.74","-65.21","11580.15","0.70","0.61","0.85","2.94","10.88","36.6","3.5","6.44","3.78","2.4","1.32","77.1","2812.2","3579.62","1754.13","512267592","10/07/2018 08:32:46"
"6","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201706","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","11.32","48.99","-39.11","-76.78","11461.78","0.70","0.61","-0.3","2.63","10.66","36.45","3.43","6.41","3.78","2.4","1.28","77.2","2733.09","3510.44","1722.72","512267592","10/07/2018 08:32:46"
"7","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201707","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","18.01","44.79","-10.54","-37.32","11540.99","0.70","0.61","1.07","3.73","11.92","34.69","3.83","6.14","3.69","2.28","1.31","77.2","2796.18","3573.07","1807.35","512267592","10/07/2018 08:32:46"
"8","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201708","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","20.21","46.66","-28.81","-55.26","11519.86","0.70","0.61","0.35","4.09","10.31","34.58","3.32","6.12","3.69","2.28","1.33","76.9","2792.22","3564.41","1780.88","512267592","10/07/2018 08:32:46"
"9","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201709","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","15.12","40.33","-23.80","-49.01","11504.65","0.70","0.61","0.35","4.46","10.66","32.2","3.43","5.74","3.62","2.16","1.3","76.6","2858.92","3596.56","1808.3","512267592","10/07/2018 08:32:46"
"10","101","הראל אג""ח עד 25% מניות ","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","201710","01/04/1979","כלל האוכלוסיה","אג""ח","משולב מניות","22.22","39.96","-12.32","-30.06","11551.95","0.70","0.61","0.73","5.22","11.66","30.84","3.74","5.52","3.57","2.16","1.32","77","2870.6","3603.49","1827.11","512267592","10/07/2018 08:32:46"
